HUD PROJECT NUMBER,PREMISE ID,PROPERTY NAME,PROPERTY STREET,PROPERTY CITY,PROPERTY STATE,PROPERTY ZIP,UNITS,INITIAL ENDORSEMENT DATE,FINAL ENDORSEMENT DATE,ORIGINAL MORTGAGE AMOUNT,FIRST PAYMENT DATE,MATURITY DATE,TERM IN MONTHS,INTEREST RATE,CURRENT PRINCIPAL AND INTEREST,AMORTIZED PRINCIPAL BALANCE,HOLDER NAME,HOLDER CITY,HOLDER STATE,SERVICER NAME,SERVICER CITY,SERVICER STATE,SECTION OF ACT CODE,SOA CATEGORY/SUB CATEGORY,TE,TC
00035387,0000006826,GREAT HOPE HOMES,1140 GOOD HOPE DRIVE,SILVER SPRING,MD,20905,104,10/17/2001,12/18/2003,"5,970,000 ",2/1/2003,1/1/2043,480,5.82,"35,935.81 ","4,602,939.97 ","PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,TC
00035390,0000006831,BELLE HAVEN APTS,1827 BELLE HAVEN DRIVE,LANDOVER,MD,20785,276,8/30/2001,5/16/2003,"10,550,000 ",5/1/2003,4/1/2043,480,6.87,"64,567.19 ","9,704,504.93 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,TC
00035398,0000006036,THE GARDENS AT TRAVILLE,TRAVILLE GATEWAY DRIVE,ROCKVILLE,MD,20850,230,10/24/2002,1/14/2005,"21,688,800 ",8/1/2004,7/1/2044,480,5.45,"111,127.47 ","19,680,565.27 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,TC
00035401,0000005830,MOUNT VERNON PLAZA APTS,930 M STREET NW,WASHINGTON,DC,20001,250,12/31/2002,12/31/2002,"12,383,600 ",2/1/2003,1/1/2043,480,5.6,"64,715.66 ","11,046,134.64 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035403,0000005625,QUEENS MANOR GARDENS APTS,46150 27TH STREET,MT  RAINER,MD,20712,348,4/23/2003,1/12/2006,"24,730,000 ",6/1/2005,5/1/2045,480,3.95,"106,372.26 ","22,736,037.89 ",DB MORTGAGE SERVICES LLC,BETHESDA,MD,BERKELEY POINT CAPITAL LLC,BOSTON,MA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,TC
00035405,0000003830,GLENMORE APARTMENTS,3103 75TH AVENUE,LANDOVER,MD,20785,409,6/10/2004,3/12/2007,"38,639,500 ",9/1/2006,8/1/2046,480,5.83,"208,038.81 ","36,194,370.45 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,
00035419,0000004627,CAPITOL GATEWAY ESTATES,5806 BLAINE STREE,WASHINGTON,DC,20019,151,12/10/2003,6/29/2005,"7,474,900 ",5/1/2005,4/1/2045,480,5.86,"40,400.78 ","6,902,312.15 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,TC
00035420,0000005025,PEMBRIDGE SQUARE APTS,2310 BLUERIDGE AVENUE,WHEATON,MD,20902,133,9/5/2003,2/28/2006,"10,728,400 ",2/1/2005,1/1/2045,480,6.22,"60,682.64 ","9,942,511.80 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,TC
00035424,0000004428,PARKLAND VILLAGE APTS,6001 PARKLAND COURT,FORESTVILLE,MD,20747,159,12/30/2003,7/20/2005,"12,080,000 ",4/1/2005,3/1/2045,480,4.09,"52,816.56 ","11,066,002.15 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,TC
00035426,0000004024,DAMASCUS GARDENS,9829 BETHESDA CHRUCH ROAD,DAMASCUS,MD,20872,104,5/13/2004,5/13/2004,"3,176,300 ",7/1/2004,2/1/2022,212,5.7,"23,804.16 ","1,755,434.84 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035428,0000003626,SAVANNAH HEIGHTS APTS,201 SVANNAH ST.  S.E.,WASHINGTON,DC,20032,100,9/15/2004,2/8/2007,"7,895,000 ",1/1/2006,12/1/2045,480,5.79,"42,289.25 ","7,336,902.36 ",DB MORTGAGE SERVICES LLC,BETHESDA,MD,BERKELEY POINT CAPITAL LLC,BOSTON,MA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,TC
00035431,0000003828,ATLANTIC GARDENS,4216 4TH STREET SE,WASHINGTON,DC,20032,108,6/25/2004,6/25/2004,"1,545,000 ",8/1/2004,7/1/2026,264,6.5,"11,014.91 ","1,099,378.30 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,REH,223(a)(7)/221(d)(3) MKT Refi/ Moderate Income,,
00035434,0000002425,MOSAIC AT METRO APARTMENTS,BELCREST RD AND EAST WEST HWY,HYATTSVILLE,MD,20782,260,11/22/2005,7/16/2009,"46,233,700 ",2/1/2009,9/1/2048,476,5.14,"227,820.57 ","43,967,353.06 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035435,0000003232,PARKCHESTER APARTMENTS,2704 WADE ROAD SE,WASHINGTON,DC,20020,94,11/29/2004,11/29/2004,"1,507,000 ",1/1/2005,12/1/2034,360,5.8,"8,842.37 ","1,268,040.66 ",HEARTLAND BANK,CHESTERFIELD,MO,HEARTLAND BANK,CHESTERFIELD,MO,REH,223(a)(7)/221(d)(3) MKT Refi/ Moderate Income,,
00035436,0000003228,CARVER HALL APARTMENTS,2338 PITTS PLACE  SE,WASHINGTON,DC,20022,95,12/16/2004,12/16/2004,"968,100 ",2/1/2005,1/1/2035,360,5.97,"5,785.59 ","819,879.56 ",M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035439,0000002830,BENNING HEIGHTS,4806 ALABAMA AVENUE  SE,WASHINGTON,DC,20019,148,5/24/2005,5/24/2005,"3,403,000 ",7/1/2005,6/1/2030,300,5.8,"21,511.43 ","2,678,647.69 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035440,0000019242,GIBSON PLAZA,1301 7TH STREET  NW,WASHINGTON,DC,20001,219,6/10/2010,8/28/2012,"22,301,800 ",2/1/2012,1/1/2052,480,6.1,"124,265.74 ","21,949,569.88 ",OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,MMI,221(d)(3) Mkt. Rate Moderate Inc/ Disp Fams,,
00035442,0000001630,GOLDEN RULE APARTMENTS,901 NEW JERSEY AVENUE NW,WASHINGTON,DC,20001,183,7/27/2006,11/6/2008,"12,600,000 ",5/1/2008,4/1/2048,480,5.489,"72,417.79 ","11,280,880.55 ",DB MORTGAGE SERVICES LLC,BETHESDA,MD,BERKELEY POINT CAPITAL LLC,BOSTON,MA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,TC
00035444,0000001428,IVY CITY APARTMENTS,1050 MOUNT OLIVET ROAD NE,WASHINGTON,DC,20002,60,10/26/2006,10/26/2006,"1,441,100 ",12/1/2006,11/1/2036,360,5.59,"8,263.97 ","1,263,478.28 ",HEARTLAND BANK,CHESTERFIELD,MO,HEARTLAND BANK,CHESTERFIELD,MO,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035449,0000000026,LINCOLN WESTMORELAND,1730 7TH STREET NW,WASHINGTON,DC,20001,108,9/4/2008,11/10/2010,"7,950,000 ",3/1/2010,2/1/2050,480,6.7,"47,681.13 ","7,747,514.24 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,TC
00035452,0000019714,ARBORETUM PLACE (RESUB),1600 MARYLAND AVENUE,WASHINGTON,DC,20018,257,8/5/2010,3/15/2013,"48,565,700 ",12/1/2012,11/1/2052,480,5.57,"252,804.67 ","47,993,290.61 ",DEUTSCHE BANK BERKSHIRE MORTGA,BETHESDA,MD,BERKELEY POINT CAPITAL LLC,BOSTON,MA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035453,0000019240,THE GALAXY,8037-8039 13TH STREET,SILVER SPRING,MD,20901,195,7/1/2010,,"38,450,000 ",8/1/2012,7/1/2051,468,4.55,"175,679.35 ","38,450,000.00 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035457,0000007473,CHURCHILL SENIOR HOUSING,FATHER HURLEY BVLD,GERMANTOWN,MD,20874,121,1/29/2010,1/29/2010,"5,932,500 ",3/1/2010,3/1/2042,385,4.48,"29,073.14 ","5,527,470.37 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035458,0000018726,WHEATON PLACE APARTMENTS,10905 AMHERST AVENUE,SILVER SPRING,MD,20902,182,3/30/2010,2/22/2012,"27,424,500 ",11/1/2011,10/1/2051,480,5.2,"135,893.12 ","26,820,906.43 ",WALKER AND DUNLOP LLC,BETHESDA,MD,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035459,0000021189,RESIDENCES AT HIDDEN CREEK,559 GIRARD STREET,GAITHERSBURG,MD,20877,300,3/10/2011,9/5/2013,"48,869,600 ",8/1/2013,7/1/2053,480,5.64,"256,726.56 ","48,536,606.26 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035460,0000009232,MONTGOMERY PAINT BRANCH2,APRIL LANE,SILVER SPRING,MD,20904,118,4/22/2010,4/22/2010,"3,815,700 ",6/1/2010,5/1/2025,180,4.47,"29,131.38 ","2,997,491.94 ",M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035461,0000009221,MONTGOMERY PAINT BR 3,APRIL LANE,SILVER SPRING,MD,20904,168,3/30/2010,3/30/2010,"7,214,000 ",5/1/2010,4/1/2028,216,4.49,"48,751.95 ","5,993,816.19 ",M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035463,0000020424,WESTCHESTER AT OLDE TOWNE,370 EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877,389,12/16/2010,9/11/2013,"89,967,300 ",5/1/2013,4/1/2053,480,4.79,"421,381.55 ","89,006,816.42 ",WALKER AND DUNLOP LLC,BETHESDA,MD,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035466,0000008428,LANGLEY GARDENS APTS,1000 UNIVERSITY BLVD,PRINCE GEORGES,MD,20788,135,10/27/2010,10/27/2010,"8,750,000 ",12/1/2010,11/1/2040,360,3.95,"41,522.01 ","8,148,825.91 ",DEUTSCHE BANK BERKSHIRE MORTGA,BETHESDA,MD,BERKELEY POINT CAPITAL LLC,BOSTON,MA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035467,0000007880,OAKCREST APTS,EVERGREEN PARKWAY,BOWIE,MD,20716,103,9/29/2010,9/29/2010,"7,584,700 ",11/1/2010,10/1/2050,480,4.14,"32,362.97 ","7,283,643.99 ",M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035468,0000022608,THE ELLSWORTH,PERSHING DRIVE AND VETRANS PLA,SILVER SPRING,MD,20910,222,8/17/2011,10/10/2013,"50,973,600 ",9/1/2013,8/1/2053,480,4.26,"221,354.36 ","50,521,248.79 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035469,0000008438,ROCKVILLE COMMONS APTS,401 BLANDFORD STREET,ROCKVILLE MD,MD,20850,190,1/27/2011,1/27/2011,"11,031,700 ",3/1/2011,8/1/2050,474,4.35,"48,764.50 ","10,644,586.83 ",GREYSTONE SERVICING CORP INC,WARRENTON,VA,GREYSTONE SERVICING CORP INC,WARRENTON,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035470,0000008425,BETHESDA COMMONS APTS,7005 CLARENDON ROAD,BETHESDA MD,MD,20814,373,1/27/2011,1/27/2011,"23,654,900 ",3/1/2011,2/1/2051,480,4.35,"104,073.62 ","22,846,463.50 ",GREYSTONE SERVICING CORP INC,WARRENTON,VA,GREYSTONE SERVICING CORP INC,WARRENTON,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035471,0000020232,EVERGREENS AT LAUREL,11735 SOUTH LAUREL DRIVE,LAUREL,MD,20708,198,11/30/2010,2/11/2013,"23,581,500 ",7/1/2012,6/1/2052,480,4.9,"112,151.82 ","23,164,931.14 ",WALKER AND DUNLOP LLC,BETHESDA,MD,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035472,0000008281,PENN MAR APARTMENTS,3749 DONNEL AVENUE,FORESTVILLE,MD,20747,291,12/29/2010,12/29/2010,"13,391,200 ",2/1/2011,3/1/2039,338,4.25,"68,016.76 ","12,460,581.64 ",DEUTSCHE BANK BERKSHIRE MORTGA,BETHESDA,MD,BERKELEY POINT CAPITAL LLC,BOSTON,MA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035473,0000024454,KINGSVIEW VILLAGE APARTMENTS,RT. 118 & LEAMAN FARM ROAD,GERMANTOWN,MD,20874,196,1/30/2013,,"31,959,300 ",9/1/2014,8/1/2054,480,2.64,"107,879.18 ","31,959,300.00 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035474,0000023549,BROADCAST CENTER AKA PROGRESSI,7TH STREET NW,WASHINGTON,DC,20410,205,6/26/2012,3/12/2014,"55,501,100 ",10/1/2013,9/1/2053,480,3.55,"216,673.74 ","54,982,842.43 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035475,0000022676,PAUL LAURENCE DUNBAR APARTMENT,2001 15TH STREET NW,WASHINGTON,DC,20009,171,6/29/2011,12/21/2012,"27,300,000 ",8/1/2012,11/1/2051,472,4.4996,"123,470.49 ","26,771,053.36 ",DEUTSCHE BANK BERKSHIRE MORTGA,BETHESDA,MD,BERKELEY POINT CAPITAL LLC,BOSTON,MA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035476,0000022845,2 AND M,2 M STREET NE,WASHINGTON,DC,20002,315,11/17/2011,,"63,779,400 ",8/1/2014,7/1/2054,480,4.14,"727,138.79 ","63,779,400.00 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035477,0000002430,MUSEUM SQUARE,401 K STREET NW,WASHINGTON,DC,20002,302,10/31/2011,10/31/2011,"7,137,100 ",12/1/2011,11/1/2032,252,3.9,"41,528.81 ","6,519,899.78 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035481,0000005840,YORKSHIRE APTS,11401 JULY DR,SILVER SPRING,MD,20904,228,6/24/2011,6/24/2011,"14,073,100 ",8/1/2011,7/1/2046,420,3.92,"61,638.63 ","13,475,637.70 ",M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035482,0000005642,MONTGOMERY PAINT BRANCH,1701 JANUARY DRIVE,SILVER SPRING,MD,20904,243,6/24/2011,6/24/2011,"9,359,500 ",8/1/2011,7/1/2045,408,3.97,"41,836.39 ","8,944,573.04 ",M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035483,0000022331,THE MONTY,4816 FAIRMOUNT AVENUE,BETHESDA,MD,20814,200,7/25/2011,,"60,578,400 ",11/1/2013,10/1/2053,480,4.82,"284,922.33 ","60,578,400.00 ",LOVE FUNDING CORPORATION,WASHINGTON,DC,LOVE FUNDING CORPORATION,WASHINGTON,DC,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035487,0000007025,SOMERSET APTS,3115 HEWITT AVE,SILVER SPRING,MD,20906,99,7/28/2011,7/28/2011,"8,144,200 ",9/1/2011,8/1/2051,480,3.52,"31,647.66 ","7,858,682.10 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035488,0000007028,MARWOOD SENIOR APTS,10300 MARLBORO PIKE,UPPER MARLBORO,MD,20772,155,9/22/2011,9/22/2011,"12,712,500 ",11/1/2011,10/1/2046,420,3.85,"55,149.70 ","12,213,337.17 ",M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035489,0000022725,LONDONDERRY VI APTS,2000204 WALTER ST,GAITHERSBURG,MD,20877,109,9/28/2011,9/28/2011,"3,304,900 ",11/1/2011,10/1/2044,396,3.79,"14,636.83 ","3,159,101.79 ",M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035490,0000004228,ANTOINETE GARDENS HIGHLAND,1211 BENNING ROAD,CAPITAL HEIGHTS,MD,20743,197,1/30/2012,1/30/2012,"11,627,000 ",3/1/2012,2/1/2052,480,3.23,"43,178.70 ","11,269,096.18 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035491,0000023397,VISTA AT WHITE OAK IV,11430-11450 LOCKWOOD DRIVE,SILVER SPRING,MD,20904,176,4/25/2012,4/25/2012,"4,943,600 ",6/1/2012,5/1/2043,372,3.33,"21,325.06 ","4,738,814.23 ",M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035492,0000005660,MONTGOMERY WHITE OAK FIVE,11620 STEWART LANE,SILVER SPRING,MD,20904,96,4/25/2012,4/25/2012,"2,951,600 ",6/1/2012,5/1/2043,372,3.33,"12,732.23 ","2,829,331.67 ",M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,M AND T REALTY CAPITAL CORPORA,BALTIMORE,MD,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035493,0000007035,WOODSIDE MANOR,10102 GEORGIA AVE,SILVER SPRING,MD,20910,221,8/31/2012,8/31/2012,"15,945,000 ",10/1/2012,6/1/2043,369,2.47,"61,721.43 ","15,295,239.02 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035494,0000011780,EASTERN AVENUE APARTMENTS,506 62 ND PLACE,SEAT PLEASANT,MD,20743,88,9/25/2012,1/27/2014,"7,200,000 ",11/1/2013,10/1/2050,444,2.76,"25,898.68 ","7,115,174.47 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,TE,TC
00035495,0000006627,BELMONT CROSSING,4237 7TH STREET  SE,WASHINGTON,DC,20032,275,7/30/2012,7/30/2012,"11,910,300 ",9/1/2012,8/1/2044,384,2.45,"44,777.58 ","11,428,982.08 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035496,0000006032,SILVER SPRING METRO,1215 EAST WEST HIGHWAY,SILVER SPRING,MD,20910,223,8/29/2012,8/29/2012,"31,393,000 ",10/1/2012,9/1/2052,480,2.13,"97,227.26 ","30,462,675.89 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035497,0000005824,THE WILLOWS APTS,3850 ENFIELD CHASE COURT,BOWIE,MD,20716,79,10/31/2012,10/31/2012,"8,652,700 ",12/1/2012,5/1/2044,378,2.5,"33,097.55 ","8,345,237.29 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035501,0000025452,THE OVERLOOK,1507 RAY ROAD,HYATTSVILLE,MD,20782,187,4/24/2013,,"19,574,100 ",12/1/2014,11/1/2054,480,3.35,"74,077.48 ","19,574,100.00 ",WALKER AND DUNLOP LLC,BETHESDA,MD,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035502,0000024739,GATEWAY VILLAGE,505 SUFFOLK AVENUE,CAPITAL HEIGHTS,DC,20743,84,3/25/2013,,"6,200,000 ",5/1/2014,4/1/2054,480,3.05,"22,374.06 ","6,200,000.00 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,TC
00035503,0000017703,SUMMIT WOODS APARTMENTS,72 WEST DEER PARK ROAD,GAITHERSBURG,MD,20877,198,2/28/2013,2/28/2013,"32,941,600 ",4/1/2013,3/1/2053,480,3.27,"123,108.86 ","32,397,068.94 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035504,0000024614,ARBOR VISTA,9408 ADELPHI ROAD,ADELPHI,MD,20783,390,1/31/2013,1/31/2013,"36,350,000 ",3/1/2013,2/1/2053,480,2.7,"123,921.91 ","35,620,675.71 ",WALKER AND DUNLOP LLC,BETHESDA,MD,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035505,0000000225,PARK HAMPSHIRE APARTMENTS,1804 FOX STREET,ADELPHI,MD,20783,229,1/31/2013,1/31/2013,"19,700,000 ",3/1/2013,2/1/2053,480,2.7,"67,159.88 ","19,304,740.35 ",WALKER AND DUNLOP LLC,BETHESDA,MD,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035506,0000024613,SIENNA GARDENS,9408 ADELPHI ROAD,ADELPHI,MD,20783,56,1/31/2013,1/31/2013,"4,850,000 ",3/1/2013,2/1/2053,480,2.7,"16,534.29 ","4,752,689.79 ",WALKER AND DUNLOP LLC,BETHESDA,MD,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035507,0000005633,SOUTHERN HILLS APTS,4319 3RD ST SE,WASHINGTON,DC,20032,255,5/15/2013,5/15/2013,"4,581,800 ",7/1/2013,5/1/2033,239,2.7,"24,806.05 ","4,390,773.68 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035508,0000006027,VICTORY TERRACE SENIOR APTS,9440 NEWBRIDGE DRIVE,POTOMAC,MD,20854,72,8/28/2013,8/28/2013,"6,323,200 ",10/1/2013,9/1/2043,360,3.93,"29,933.30 ","6,229,580.35 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
00035509,0000025553,THE RESIDENCE AT THAYER AVENUE,814 THAYER AVENUE,SILVER SPRING,MD,20910,52,5/10/2013,,"6,396,800 ",11/1/2014,10/1/2054,480,3.7,"25,553.72 ","6,396,800.00 ",PRUDENTIAL HUNTOON PAIGE ASSOC,DALLAS,TX,PRUDENTIAL HUNTOON PAIGE ASSOC,DALLAS,TX,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035512,0000026244,SOUTHERN RIDGE,1212 SOUTHERN AVENUE SE,WASHINGTON,DC,20032,156,3/20/2014,,"10,363,200 ",6/1/2015,5/1/2055,480,4.52,"46,722.41 ","10,363,200.00 ",PRUDENTIAL HUNTOON PAIGE ASSOC,DALLAS,TX,PRUDENTIAL HUNTOON PAIGE ASSOC,DALLAS,TX,OMI,221(d)(4) Mkt. Rate Mod Inc/ Disp Fams,,
00035514,0000017049,PARKWAY APTS,4401 23RD PARKWAY,HILLCREST HEIGHTS,MD,20748,159,9/27/2013,9/27/2013,"9,054,100 ",11/1/2013,10/1/2050,444,3.85,"38,281.14 ","8,969,932.48 ",WELLS FARGO BANK NA,MC LEAN,VA,WELLS FARGO BANK NA,MC LEAN,VA,REJ,223(a)(7)/221(d)(4) MKT  Refi/ Moderate Income,,
